comprimento_pétala,largura_pétala,comprimento_sépala,largura_sépala,target
1.559058370760737,0.3513267433113356,4.507654273426418,3.0455458325942404,0
1.072575544135963,0.45646436558140063,4.439259574883088,3.602345592444993,0
1.4959508325786197,0.4477894044741516,4.575078514509558,3.178732250581666,0
1.465305515283528,0.22979469061226476,4.357006706175509,3.564228123239061,0
1.1547019267733092,0.3087047068238171,4.6037854699477245,3.503900567563372,0
4.593227157384714,1.4176634412969153,6.039307079173503,3.5628512517647657,1
4.757523843153024,1.3887638856292457,6.4735486905850195,3.0968155681014267,1
1.594274199778582,0.4003532897892024,4.532528784952187,4.0690378947961845,0
4.608229294790988,1.4324261349042093,5.751372814257085,2.8201822063667934,1
1.2840467374815874,0.15364850518678813,5.3127291487109245,3.615595213918651,0
4.752493639490228,1.1821270486111577,6.322483285554362,2.6039300378938073,1
0.9120989628360674,0.33287511096596845,4.8711753935177295,3.478151326202938,0
5.657329283336754,1.588254657813223,6.248497982496359,3.007353052277683,1
1.3609746921562613,0.252082576215471,4.232491513880383,3.2075954989318034,0
1.4585207096486446,0.2614917719583683,4.831741870893857,3.6039344628490926,0
0.9260159266026606,0.18037933759193292,5.985296844994115,3.2537953044944867,0
4.173335383713144,1.361459904175322,5.496268112811722,3.4061617122496237,1
3.4874287066711966,1.2696429809928833,5.787251401603744,3.1025267927331477,1
0.9825246502460901,0.3812525822394198,4.923055614087551,3.7890128387732966,0
4.169106767615806,1.3561983735470067,6.406465727137812,3.285127151455815,1
1.3618083687120637,0.3296120277064576,4.505219715648767,3.23484276913966,0
1.8171366678656746,0.3261055272179889,4.47181735476629,3.546117531783658,0
4.174199826197092,1.05243690023463,5.8614191442439445,2.842273493495772,1
4.75751763360433,1.5533822298373245,6.838832447894212,2.994446059202283,1
6.42636574532736,1.4549268106858675,6.098903673783053,2.751830716934303,1
1.412491875062017,0.1012431085399107,4.7986097383535204,4.316050749976886,0
3.8998517964721118,1.3714030971930096,5.964480847190838,3.353832036216386,1
1.4096688913232134,0.2672337853402232,5.0738535434129215,3.1262783663864036,0
4.381590696629996,1.0139717244078734,6.044866621703272,3.0037777202345386,1
4.839798874467338,1.222937280627648,6.51417275463214,2.7575105143934544,1
1.360281073928923,0.28143410233361826,4.989394449820313,3.7361253811227355,0
0.9710879533911798,0.2765412866624853,5.118793869293275,3.157108910650813,0
4.103739630783649,1.258375549928545,5.788889802216785,2.7304755985954925,1
5.026901026017452,1.5064930521102293,6.505185132716733,2.952018441010972,1
3.5663674037041257,1.012827569764112,6.497578512718457,3.149399487373635,1
1.5332767769129598,0.38219025043752236,5.876182250323992,3.748154974710807,0
1.1015441853304708,0.2470239796232961,5.325406886947868,3.2459618845794784,0
1.18268672131323,0.24817297817263526,5.1894369722540725,3.6447417245729556,0
2.055683455352681,0.3357112571511746,5.027425189922411,3.2428527330751153,0
4.342365377679827,1.249486369721368,6.852739403577164,3.2070431975133338,1
5.067782820090299,1.28809492878764,6.749388425993596,3.459821673900773,1
1.9569089569224076,0.36116762888408677,4.679089092311353,3.569676109148301,0
4.5321400095477316,1.339811939114694,6.779055436750034,3.2616961910162034,1
1.0564434028897718,0.26078918468678425,5.103953117699369,3.5519542777553545,0
4.678893680174141,1.047823209132991,5.785502494538964,3.0932722696794013,1
4.702490855480478,1.4259257683847224,6.093276424144077,3.3713448935920387,1
4.843130095187257,1.532632750430992,5.790889658383264,3.4353430823385125,1
3.961127611035347,1.1799566245682411,6.595831346981468,3.0550026017215055,1
1.1961506638996728,0.2927989878419666,4.986115292117903,3.746618047998347,0
4.5227859199519065,1.6172033632290705,6.237902279096863,2.362831282707058,1
4.816959511159006,0.9095824400954997,6.126471309248931,3.0451181359428623,1
3.693642064405174,1.3020466122039174,7.2461936378427305,3.287781247825562,1
1.5626590785014267,0.3915402117702074,4.686698683065505,3.6419712873720633,0
4.926216667398112,1.1754600960358812,5.918137723598013,2.826928903301279,1
1.5202584614063772,0.29641739608900486,5.56111772437444,3.476869487175769,0
5.041525621587638,1.7244312394025267,6.5736468025616315,3.2572978869606057,1
1.6943065614302077,0.2323077999694041,4.862914193389292,3.295992583526453,0
1.4297539875829992,0.4030999522495951,4.935485715333597,3.5879217419896046,0
4.257318226085448,1.2119911026606034,6.362083176244221,3.0293028295646494,1
4.134816684141431,1.3227034690502497,6.193876613576543,2.7480834473457674,1
4.44263177926655,1.2013998130682335,6.321843605745956,3.1475757514519516,1
1.429758912915246,0.39312801191161983,5.161620342725815,3.28569457459209,0
3.8111653160214543,0.9961260068091973,6.189549203017926,2.9942951376291935,1
1.9396946306764662,0.3361395605508414,5.316412778817218,3.233145671112343,0
1.6490142459033699,0.3324083969394795,4.433851703179834,3.5751478551037628,0
5.382727120140548,1.4625724237677922,5.840777889373782,2.9656380464242145,1
